date,r_portfel,equity
2018-01-03,0.015015212874335826,1.015015212874336
2018-01-04,0.0026069097949773246,1.017661265974829
2018-01-05,0.009621803982274524,1.0274530031963922
2018-01-08,0.02264635754329128,1.0507210712657062
2018-01-09,-0.0022875331365099505,1.0483175119979566
2018-01-10,0.0016007013054454289,1.0499955552079332
2018-01-11,0.004959486437179861,1.055202993923086
2018-01-12,0.004388793764451782,1.0598340622430464
2018-01-16,-0.005120922973969155,1.054406733645111
2018-01-17,0.019649933395041674,1.075125755732521
2018-01-18,-0.0020643428326447277,1.0729063275844826
2018-01-19,0.008876853494740156,1.0824303598680296
2018-01-22,0.0074162925629400744,1.0904579800958196
2018-01-23,0.007306957098791977,1.0984259097744151
2018-01-24,-0.012343879319585943,1.0848670729026533
2018-01-25,-0.00845382052727267,1.0756958013723867
2018-01-26,0.016509520582335846,1.0934550233454763
2018-01-29,0.0029406463347964318,1.096670487852142
2018-01-30,-0.011450718693861495,1.0841128225958874
2018-01-31,0.016117914965424862,1.1015864608834147
2018-02-01,-0.010411727593558046,1.0901170427319449
2018-02-02,-0.028617885838779805,1.0589201976521339
2018-02-05,-0.04548468834692079,1.0107555424776669
2018-02-06,0.034436564403861725,1.0455624908127592
2018-02-07,0.0017651184290400357,1.0474080324340058
2018-02-08,-0.05361012105908056,0.9912563610169653
2018-02-09,0.025299766900480608,1.0163349158893134
2018-02-12,0.012676798803273576,1.0292187891347842
2018-02-13,0.015790176210654316,1.0454703351745387
2018-02-14,0.016927552808946922,1.0631675894833932
2018-02-15,0.02786963074380211,1.0927976776210735
2018-02-16,-0.004225048238927248,1.0881805547177368
2018-02-20,0.0059514997114013535,1.094656860975092
2018-02-21,-0.013147030226030282,1.080265374136721
2018-02-22,0.013217457267102994,1.094543735556504
2018-02-23,0.018846934375340407,1.1151725295114774
2018-02-26,0.013031958387319686,1.129705411510753
2018-02-27,-0.009031381019323326,1.119502611499808
2018-02-28,-0.01129289176201978,1.106860189680842
2018-03-01,-0.02578503660819964,1.0783197591697629
2018-03-02,0.010094180075818249,1.0892045129981354
2018-03-05,0.00018943415875369296,1.0894108455387659
2018-03-06,0.0019777155259291523,1.0915653902821034
2018-03-07,0.0019186801161433231,1.0936597550919078
2018-03-08,0.0011566048786919303,1.0949246873002763
2018-03-09,0.012716980771346392,1.1088488234947462
2018-03-12,0.021541059771490734,1.1327346022791938
2018-03-13,-0.013211995436487989,1.117768917883129
2018-03-14,-0.013692286683007926,1.1024641054141175
2018-03-15,0.000987868274654441,1.1035531947278014
2018-03-16,-0.0018868620900415467,1.1014709420403253
2018-03-19,-0.023861071051473975,1.075188665631167
